"Voucher No.","Date","Amount","Why it is flagged","Recommended action"
"EXP/25/144","2025-10-17","IDR 145,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/145","2025-10-17","IDR 380,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/146","2025-10-17","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/147","2025-10-20","IDR 369,300.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/148","2025-10-20","IDR 200,633.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/149","2025-10-20","IDR 776,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/150","2025-10-21","IDR 12,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/151","2025-10-21","IDR 196,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/152","2025-10-21","IDR 180,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/153","2025-10-21","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/154","2025-10-23","IDR 680,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/155","2025-10-24","IDR 4,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/156","2025-10-24","IDR 285,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/157","2025-10-25","IDR 180,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/158","2025-10-27","IDR 145,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/159","2025-10-27","IDR 600,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/161","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/162","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/163","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/164","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/165","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/166","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/167","2025-10-29","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/169","2025-10-29","IDR 137,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25-25/002","2025-10-31","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/170","2025-10-31","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/171","2025-10-31","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/172","2025-10-31","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/173","2025-10-31","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/181","2025-10-31","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/182","2025-10-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/189","2025-11-04","IDR 369,300.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/198","2025-11-06","IDR 212,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/215","2025-11-12","IDR 195,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/218","2025-11-13","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/223","2025-11-19","IDR 139,671.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/224","2025-11-19","IDR 213,543.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/225","2025-11-19","IDR 704,990.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/236","2025-11-24","IDR 83,400.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/242","2025-11-25","IDR 3,300,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/243","2025-11-25","IDR 105,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/247","2025-11-28","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25-25/003","2025-11-30","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/252","2025-11-30","IDR 30,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/253","2025-11-30","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/256","2025-12-01","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/257","2025-12-01","IDR 1,285,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/258","2025-12-01","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/259","2025-12-01","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/260","2025-12-01","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/264","2025-12-02","IDR 150,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/267","2025-12-04","IDR 250,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/268","2025-12-08","IDR 55,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/269","2025-12-08","IDR 20,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/270","2025-12-08","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/271","2025-12-08","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/272","2025-12-08","IDR 600,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/276","2025-12-15","IDR 402,600.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/278","2025-12-15","IDR 1,250,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/280","2025-12-15","IDR 465,280.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/281","2025-12-15","IDR 375,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/283","2025-12-16","IDR 391,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/284","2025-12-16","IDR 50,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/289","2025-12-19","IDR 810,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/290","2025-12-19","IDR 2,500.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/291","2025-12-19","USD 1.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/294","2025-12-23","IDR 7,845,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/295","2025-12-23","IDR 835,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/296","2025-12-23","IDR 683,633.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/300","2025-12-29","IDR 280,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/301","2025-12-30","IDR 4,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/302","2025-12-30","IDR 370,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/303","2025-12-31","IDR 3,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/304","2025-12-31","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/306","2025-12-31","IDR 3,800,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/307","2025-12-31","IDR 5,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/308","2025-12-31","IDR 3,000,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/310","2025-12-31","IDR 425,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/25/312","2025-12-31","USD 5.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.; The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it.; Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/313","2025-12-31","IDR 2,500,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/26-26/076","2026-01-31","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/077","2026-01-31","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26/090","2026-02-18","IDR 570,000.00","The voucher is linked to a bank transaction, but its journal was posted to Cash on Hand or another account instead of the bank account.","Keep the record. An accountant should post a correcting/reclassification journal or formally reverse and repost it."
"EXP/26-26/078","2026-02-28","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/079","2026-02-28","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/080","2026-03-31","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/081","2026-04-30","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/082","2026-05-31","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/26-26/083","2026-06-01","USD 5.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; Required currency, payment method, or bank details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"FT2601-0025","2025-01-02","IDR 480.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0006","2025-02-03","IDR 1,000.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0007","2025-02-26","IDR 1,000.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0023","2025-03-03","IDR 600.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0022","2025-03-13","IDR 100.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0021","2025-03-21","IDR 850.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0008","2025-04-09","IDR 500.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0009","2025-04-14","IDR 300.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0010","2025-04-15","IDR 200.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0011","2025-04-25","IDR 100.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0012","2025-05-09","IDR 200.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0013","2025-05-19","IDR 600.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0014","2025-05-28","IDR 700.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0020","2025-06-21","IDR 500.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0019","2025-07-01","IDR 900.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0015","2025-08-01","IDR 950.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0016","2025-08-16","IDR 500.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0017","2025-08-19","IDR 350.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0018","2025-08-27","IDR 500.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0005","2025-09-01","IDR 750.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"FT2601-0024","2026-01-13","IDR 500.00","The USD transfer used legacy currency posting logic; changing it directly would alter posted accounting history.","Keep the posted transfer. An accountant must decide whether to post a correcting entry or formally reverse and repost it."
"JE2607-0050","2026-03-04","USD 2,000.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; The journal source document or currency details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Find the original source document and manually relink the journal or complete its currency details."
"JE2607-0049","2026-06-11","USD 4,200.00","The transaction is confirmed as USD, but the original transaction-date exchange rate is missing.; The journal source document or currency details cannot be confirmed from the historical records.","Check the original bank statement or supporting document and enter the actual transaction-date exchange rate.; Find the original source document and manually relink the journal or complete its currency details."
"JE2607-0048","2025-02-21","IDR 3,000,000.00","Legacy Bank Reconciliation loan journal has no native Loan source document","Investigate the source document, journal, bank line, and audit trail before making any change"
"EXP/25/054","2025-06-03","IDR 168,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/057","2025-06-20","IDR 800,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/059","2025-06-25","IDR 2,000,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/060","2025-06-26","IDR 84,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/061","2025-06-26","IDR 175,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/062","2025-06-29","IDR 823,500.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/064","2025-06-30","IDR 10,000,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/066","2025-06-30","IDR 3,500,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/067","2025-06-30","IDR 7,000,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/073","2025-07-15","IDR 8,000,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/076","2025-07-20","IDR 823,500.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/077","2025-07-31","IDR 5,850,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/082","2025-07-31","IDR 3,500,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/095","2025-08-31","IDR 3,500,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/100","2025-08-31","IDR 7,000,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
"EXP/25/103","2025-09-05","IDR 150,000.00","Required currency, payment method, or bank details cannot be confirmed from the historical records.","Review the original voucher and bank statement, then enter the confirmed currency, payment method, and bank account."
